Timestamp,Date,Wormhole,Meson,Orbiter Finance,Stargate,deBridge,Squid (Powered by Axelar),Eywa,Synapse,Hyperlane,Symbiosis,Celer cBridge,rhino.fi,Layerswap,Allbridge Core,RetroBridge,Owlto,Nitro (by Router Protocol),yBridge by xSync Network,Satellite (Powered by Axelar),WanBridge,zkBridge,MeMeBridge,Allbridge Classic,CometBridge,MiniBridge,Fuse Bridge,Crowdswap,Connext,Helixbox,Bunnyfi,pNetwork,Interport Finance,Total
1669680000,2022-11-29,,,,2981986.8247233783,,,,543921.7771597381,,,868334.9071199577,,,,,,,,,,,,4995.488047115577,,,,,,,,,,4399238.997050189
1669766400,2022-11-30,,,,2354908.6451637093,,,,928391.4710185945,,,3087731.9944557054,,,,,,,,,,,,8136.677479898713,,,,,,,,,,6379168.788117908
1669852800,2022-12-01,,,,1831154.3558543427,,,,1058795.7768458659,,,3587910.578405286,,,,,,,,,,,,5288.238528199562,,,,,,,,,,6483148.949633694
1669939200,2022-12-02,,,,1136847.5312264126,,,,688824.7191251649,,,5876350.841385342,,,,,,,,,,,,5125.9740368464445,,,,,,,,,,7707149.0657737665
1670025600,2022-12-03,,,,439135.038475598,,,,219080.39987366935,,,1863658.3942578882,,,,,,,,,,,,11722.307125894677,,,,,,,,,,2533596.1397330505
1670112000,2022-12-04,,,,1163085.8702946987,,,,184224.25879836435,,,1777540.3634740054,,,,,,,,,,,,4620.566885367726,,,,,,,,,,3129471.059452436
1670198400,2022-12-05,,,,668047.7528734636,,,,382162.27623145166,,,1935739.2958956626,,,,,,,,,,,,7308.683309702135,,,,,,,,,,2993258.00831028
1670284800,2022-12-06,,,,4307208.146648269,,,,543477.5377232537,,,2245457.6712196423,,,,,,,,,,,,13806.839343719887,,,,,,,,,,7109950.194934885
1670371200,2022-12-07,,,,521565.94272892957,,,,244085.3746074225,,,3390100.893953557,,,,,,,,,,,,11915.03879624336,,,,,,,,,,4167667.2500861525
1670457600,2022-12-08,,,,226223.27306358394,,,,941340.4212457223,,,1792447.4783984532,,,,,,,,,,,,8832.53709020526,,,,,,,,,,2968843.709797965
1670544000,2022-12-09,,,,797306.3801912287,,,,267942.3212420784,,,3038219.9442234617,,,,,,,,,,,,2041.0790631245336,,,,,,,,,,4105509.724719893
1670630400,2022-12-10,,,,338840.30703503964,,,,185101.44044565066,,,1436909.4873564728,,,,,,,,,,,,40823.81272085266,,,,,,,,,,2001675.0475580157
1670716800,2022-12-11,,,,630910.9361924388,,,,429457.0358733259,,,1685728.9303341778,,,,,,,,,,,,52095.11202656001,,,,,,,,,,2798192.0144265024
1670803200,2022-12-12,,,,2171805.0758373016,,,,3360725.0034390134,,,1957887.089920219,,,,,,,,,,,,101093.45177523672,,,,,,,,,,7591510.620971771
1670889600,2022-12-13,,,,10168609.51105392,,,,5131196.959727902,,,17478060.31229145,,,,,,,,,,,,93393.66041709064,,,,,,,,,,32871260.443490364
1670976000,2022-12-14,,,,8692913.388131011,,,,1055138.560271698,,,5198814.875975758,,,,,,,,,,,,45504.21243666578,,,,,,,,,,14992371.036815133
1671062400,2022-12-15,,,,1904975.0429663477,,,,483596.4556372565,,,4049256.934705551,,,,,,,,,,,,33668.56974279932,,,,,,,,,,6471497.003051954
1671148800,2022-12-16,,,,1282515.3534531659,,,,983326.2223682958,,,37458308.56363832,,,,,,,,,,,,84828.94623386182,,,,,,,,,,39808979.08569364
1671235200,2022-12-17,,,,9163438.512552224,,,,678568.4952968697,,,5550640.300774084,,,,,,,,,,,,49616.78368730074,,,,,,,,,,15442264.092310479
1671321600,2022-12-18,,,,321461.96351263986,,,,264506.9550866464,,,1194062.784085175,,,,,,,,,,,,67095.83810475867,,,,,,,,,,1847127.54078922
1671408000,2022-12-19,,,,1291846.9448692326,,,,520414.8444477832,,,3089692.258266409,,,,,,,,,,,,56623.063908570155,,,,,,,,,,4958577.111491995
1671494400,2022-12-20,,,,19729960.839238897,,,,269675.1355696713,,,2288731.113296381,,,,,,,,,,,,45805.48510943905,,,,,,,,,,22334172.57321439
1671580800,2022-12-21,,,,556473.5268205057,,,,327153.67436470033,,,4164578.3761973884,,,,,,,,,,,,62984.41511945458,,,,,,,,,,5111189.992502049
1671667200,2022-12-22,,,,2628493.0989939524,,,,168979.77250947064,,,4101693.344353011,,,,,,,,,,,,31169.251375412772,,,,,,,,,,6930335.467231846
1671753600,2022-12-23,,,,2198507.2121893996,,,,129408.84323573922,,,1058811.9552079157,,,,,,,,,,,,48087.64280638162,,,,,,,,,,3434815.6534394356
1671840000,2022-12-24,,,,711293.9550223311,,,,168281.26811122952,,,902051.1665657342,,,,,,,,,,,,38730.01347260937,,,,,,,,,,1820356.4031719042
1671926400,2022-12-25,,,,205863.17825569183,,,,234176.5315835158,,,1140236.9199518953,,,,,,,,,,,,48505.18319558741,,,,,,,,,,1628781.8129866903
1672012800,2022-12-26,,,,2160031.2323173545,,,,188536.07166480855,,,1619203.2007300719,,,,,,,,,,,,18759.181958602552,,,,,,,,,,3986529.6866708375
1672099200,2022-12-27,,,,167046.12058961275,,,,489013.41336777445,,,2272924.606610807,,,,,,,,,,,,46870.621765410935,,,,,,,,,,2975854.7623336054
1672185600,2022-12-28,,,,249255.92045149478,,,,655472.217609897,,,3827752.2406557896,,,,,,,,,,,,45017.061418493126,,,,,,,,,,4777497.440135675
1672272000,2022-12-29,,,,281019.8904139816,,,,403884.7435793362,,,1846011.8380138213,,,,,,,,,,,,50165.897246548746,,,,,,,,,,2581082.369253688
1672358400,2022-12-30,,,,321477.077807471,,,,453744.2936966523,,,2425129.5737642604,,,,,,,,,,,,53991.36981579506,,,,,,,,,,3254342.315084179
1672444800,2022-12-31,,,,235180.74173691942,,,,208316.61313115252,,,1855525.1770404885,,,,,,,,,,,,35627.20015333819,,,,,,,,,,2334649.732061899
1672531200,2023-01-01,,,,197953.2462937876,,,,177437.93927547825,,,1920602.3506747033,,,,,,,,,,,,16483.607098844528,,,,,,,,,,2312477.1433428135
1672617600,2023-01-02,,,,275987.4865431046,,,,401497.4709499606,,,1721276.9953433531,,,,,,,,,,,,23047.87941031957,,,,,,,,,,2421809.832246738
1672704000,2023-01-03,,,,220729.73876605142,,,,373346.5878729819,,,2408085.8256313372,,,,,,,,,,,,13303.922096316352,,,,,,,,,,3015466.074366687
1672790400,2023-01-04,,,,335487.84644271154,,,,655192.5415665321,,,4360987.280340095,,,,,,,,,,,,13940.966541100279,,,,,,,,,,5365608.634890439
1672876800,2023-01-05,,,,446857.1087776062,,,,115966.39780677203,,,1889378.3218393659,,,,,,,,,,,,127830.31725613303,,,,,,,,,,2580032.145679877
1672963200,2023-01-06,,,,1140666.697579618,,,,360652.46552579326,,,2336347.2007576437,,,,,,,,,,,,26108.581627202853,,,,,,,,,,3863774.945490258
1673049600,2023-01-07,,,,567264.8179271364,,,,151146.02609329516,,,1331609.88405933,,,,,,,,,,,,13615.413743239198,,,,,,,,,,2063636.1418230007
1673136000,2023-01-08,,,,258074.61886011163,,,,178562.58651783093,,,3354667.7247330793,,,,,,,,,,,,32551.591270407887,,,,,,,,,,3823856.5213814294
1673222400,2023-01-09,,,,536438.7457071302,,,,339165.33556390915,,,2886095.8064072207,,,,,,,,,,,,47926.83167378904,,,,,,,,,,3809626.719352049
1673308800,2023-01-10,,,,615767.3976526255,,,,274807.8148942424,,,2949492.1206974816,,,,,,,,,,,,40730.98099140757,,,,,,,,,,3880798.314235757
1673395200,2023-01-11,,,,676096.2734021107,,,,711092.0959916443,,,2492657.889439814,,,,,,,,,,,,19971.44187561689,,,,,,,,,,3899817.7007091856
1673481600,2023-01-12,,,,1566659.4422725285,,,,413214.16148621344,,,3966207.1099780295,,,,,,,,,,,,87480.0987516774,,,,,,,,,,6033560.812488449
1673568000,2023-01-13,,,,453662.49910023366,,,,366299.7321215322,,,4807821.018247034,,,,,,,,,,,,27262.508600633373,,,,,,,,,,5655045.758069434
1673654400,2023-01-14,,,,566091.5469442931,,,,897216.247102098,,,4302628.279779584,,,,,,,,,,,,35750.10309220239,,,,,,,,,,5801686.176918177
1673740800,2023-01-15,,,,1147306.5775780363,,,,207572.41915033426,,,5068366.631402002,,,,,,,,,,,,48103.077227109265,,,,,,,,,,6471348.705357482
1673827200,2023-01-16,,,,444535.14214481146,,,,660280.7374495438,,,2539628.7569000507,,,,,,,,,,,,13592.687407199726,,,,,,,,,,3658037.323901606
1673913600,2023-01-17,,,,,,,,784687.3058002559,,,4323706.139641088,,,,,,,,,,,,,,,,,,,,,,5108393.445441345
1674000000,2023-01-18,,,,,,,,570800.046345579,,,2476449.4767956417,,,,,,,,,,,,,,,,,,,,,,3047249.5231412207
1674086400,2023-01-19,,,,,,,,584031.6577398016,,,5458349.595017938,,,,,,,,,,,,,,,,,,,,,,6042381.252757739
1674172800,2023-01-20,,,,,,,,363841.5809262502,,,3911201.825979945,,,,,,,,,,,,,,,,,,,,,,4275043.406906195
1674259200,2023-01-21,,,,,,,,397205.4695176803,,,3328954.7894188017,,,,,,,,,,,,,,,,,,,,,,3726160.258936482
1674345600,2023-01-22,,,,,,,,369528.0238300045,,,1638378.2322243697,,,,,,,,,,,,,,,,,,,,,,2007906.2560543742
1674432000,2023-01-23,,,,,,,,442241.9586329626,,,4158220.4455945333,,,,,,,,,,,,,,,,,,,,,,4600462.404227496
1674518400,2023-01-24,,,,,,,,467016.43409241363,,,2578660.815033623,,,,,,,,,,,,,,,,,,,,,,3045677.2491260367
1674604800,2023-01-25,,,,,,,,651543.7782323404,,,2004020.8352535495,,,,,,,,,,,,,,,,,,,,,,2655564.61348589
1674691200,2023-01-26,,,,,,,,551394.215466117,,,3437228.996795822,,,,,,,,,,,,,,,,,,,,,,3988623.212261939
1674777600,2023-01-27,,,,604035.3090333345,,,,618651.3706860217,,,1806591.742185208,,,,,,,,,,,,99809.65332455374,,,,,,,,,,3129088.075229118
1674864000,2023-01-28,,,,474760.33851931436,,,,540456.5603323979,,,3478584.3846463207,,,,,,,,,,,,38572.63878487666,,,,,,,,,,4532373.92228291
1674950400,2023-01-29,,,,763746.8953466199,,,,759146.9948687591,,,5917649.7732131565,,,,,,,,,,,,23909.022541342354,,,,,,,,,,7464452.685969878
1675036800,2023-01-30,,,,591799.6770226427,,,,572965.0164005179,,,2875923.1426524906,,,,,,,,,,,,30454.65651334936,,,,,,,,,,4071142.4925890006
1675123200,2023-01-31,,,,466827.82900506054,,,,409577.9719085105,,,4013646.511350869,,,,,,,,,,,,75371.08893731573,,,,,,,,,,4965423.401201757
1675209600,2023-02-01,,,,603793.507594641,,,,974578.1371405792,,,5680868.591483062,,,,,,,,,,,,51057.7199957698,,,,,,,,,,7310297.956214052
1675296000,2023-02-02,,,,2562206.5830257596,,,,1245277.5257400852,,,7373430.213709936,,,,,,,,,,,,72664.02413036482,,,,,,,,,,11253578.346606145
1675382400,2023-02-03,,,,1627887.5533467745,,,,862725.2683661631,,,12236371.837931907,,,,,,,,,,,,20698.88133315966,,,,,,,,,,14747683.540978003
1675468800,2023-02-04,,,,962214.6108991806,,,,756796.3999069603,,,3133126.599267564,,,,,,,,,,,,13895.832161076416,,,,,,,,,,4866033.442234781
1675555200,2023-02-05,,,,925740.5636437668,,,,500503.9088722351,,,2085200.4826418147,,,,,,,,,,,,72464.35189962,,,,,,,,,,3583909.3070574366
1675641600,2023-02-06,,,,557984.6430069094,,,,584504.3311381527,,,7663801.822416617,,,,,,,,,,,,49588.478322207106,,,,,,,,,,8855879.274883887
1675728000,2023-02-07,,,,745957.2721117382,,,,861664.1078595333,,,2888503.9569015526,,,,,,,,,,,,46804.61290561281,,,,,,,,,,4542929.949778437
1675814400,2023-02-08,,,,1157552.352666554,,,,975684.8243432106,,,3783335.0543073886,,,,,,,,,,,,53182.39616256072,,,,,,,,,,5969754.627479714
1675900800,2023-02-09,,,,1909693.1719148,,,,683542.3347342366,,,10547365.52478394,,,,,,,,,,,,38341.31850290908,,,,,,,,,,13178942.349935884
1675987200,2023-02-10,,,,961021.5485444367,,,,622272.4482551848,,,3603535.21508491,,,,,,,,,,,,43762.09870824898,,,,,,,,,,5230591.31059278
1676073600,2023-02-11,,,,3571772.058832539,,,,435723.56445186853,,,2533773.5484643774,,,,,,,,,,,,75890.71192818561,,,,,,,,,,6617159.883676971
1676160000,2023-02-12,,,,428337.6737444167,,,,563044.1433287131,,,1259516.6422227789,,,,,,,,,,,,28399.17098121333,,,,,,,,,,2279297.6302771224
1676246400,2023-02-13,,,,18843163.173415396,,,,2425601.896046912,,,8071724.24370716,,,,,,,,,,,,81658.55422410232,,,,,,,,,,29422147.867393572
1676332800,2023-02-14,,,,2027948.43181084,,,,1816545.9335168484,,,3568737.375560962,,,,,,,,,,,,86298.05233244723,,,,,,,,,,7499529.793221097
1676419200,2023-02-15,,,,1456244.9352164955,,,,1413750.2508186023,,,3338007.4262075983,,,,,,,,,,,,53946.26563046097,,,,,,,,,,6261948.877873157
1676505600,2023-02-16,,,,1246013.4214218087,,,,1778635.7324628755,,,4998510.721927172,,,,,,,,,,,,24935.578872611797,,,,,,,,,,8048095.454684468
1676592000,2023-02-17,,,,1088412.8229114783,,,,1061134.576400444,,,3904332.5863094814,,,,,,,,,,,,58157.51132556917,,,,,,,,,,6112037.496946973
1676678400,2023-02-18,,,,1225429.148731988,,,,701830.833347324,,,2290697.203032289,,,,,,,,,,,,26684.672071750534,,,,,,,,,,4244641.857183351
1676764800,2023-02-19,,,,884184.4705463946,,,,952815.8395706378,,,3250345.49533308,,,,,,,,,,,,29509.617115790275,,,,,,,,,,5116855.422565903
1676851200,2023-02-20,,,,1961428.7824398936,,,,1423716.906197073,,,2728343.2557644965,,,,,,,,,,,,24756.48970198044,,,,,,,,,,6138245.434103444
1676937600,2023-02-21,,,,1778994.2587609757,,,,633325.7145363529,,,1750600.8145740153,,,,,,,,,,,,54627.2537788333,,,,,,,,,,4217548.041650177
1677024000,2023-02-22,,,,1756651.473405834,,,,1485270.0866488358,,,2399649.276312121,,,,,,,,,,,,20878.11792407991,,,,,,,,,,5662448.9542908715
1677110400,2023-02-23,,,,1535678.3598218348,,,,727301.9167597779,,,2015153.3452588813,,,,,,,,,,,,20581.733724244303,,,,,,,,,,4298715.355564738
1677196800,2023-02-24,,,,1577494.6621219816,,,,866911.9304988233,,,2583306.3817010643,,,,,,,,,,,,20481.99362566875,,,,,,,,,,5048194.967947538
1677283200,2023-02-25,,,,673799.3141490009,,,,371787.026039606,,,1765064.3748889798,,,,,,,,,,,,22413.536081575596,,,,,,,,,,2833064.2511591623
1677369600,2023-02-26,,,,430013.7041926892,,,,540299.221564061,,,1014228.0126120569,,,,,,,,,,,,21715.910047216465,,,,,,,,,,2006256.8484160237
1677456000,2023-02-27,,,,906209.8440250627,,,,753900.4127510628,,,4464807.167352462,,,,,,,,,,,,44085.06672352773,,,,,,,,,,6169002.490852116
1677542400,2023-02-28,,,,849721.6671723472,,,,625348.699125918,,,2659619.358639189,,,,,,,,,,,,52291.00605875719,,,,,,,,,,4186980.7309962115
1677628800,2023-03-01,,,,668352.172397404,,,,485675.4777430174,,,2038316.2627214235,,,,,,,,,,,,22690.274154285886,,,,,,,,,,3215034.187016131
1677715200,2023-03-02,,,,904965.1783602636,,,,540545.5502419001,,,2521964.573808873,,,,,,,,,,,,16223.559013493938,,,,,,,,,,3983698.8614245304
1677801600,2023-03-03,,,,361150.39263297763,,,,995452.2834062898,,,2555443.732355285,,,,,,,,,,,,43557.11922472471,,,,,,,,,,3955603.527619277
1677888000,2023-03-04,,,,492577.0610281727,,,,252902.74006250285,,,3441446.9746839087,,,,,,,,,,,,13801.409306685633,,,,,,,,,,4200728.18508127
1677974400,2023-03-05,,,,478005.32644542103,,,,2913921.0094962292,,,2201219.0360317933,,,,,,,,,,,,15447.85755190032,,,,,,,,,,5608593.229525344
1678060800,2023-03-06,,,,418027.52867894666,,,,517829.4688787041,,,2192836.6821049913,,,,,,,,,,,,9923.384145004406,,,,,,,,,,3138617.0638076463
1678147200,2023-03-07,,,,1664676.6908249676,,,,928057.9127079584,,,3471290.158661846,,,,,,,,,,,,17902.332318164663,,,,,,,,,,6081927.094512937
1678233600,2023-03-08,,,,795472.9148318921,,,,560003.352557871,,,1715581.0938937934,,,,,,,,,,,,99448.84834336654,,,,,,,,,,3170506.2096269233
1678320000,2023-03-09,,,,1090707.2256938075,,,,904358.575202937,,,3080763.92238239,,,,,,,,,,,,112702.88693742029,,,,,,,,,,5188532.610216554
1678406400,2023-03-10,,,,5086938.284882329,,,,1410474.7048173877,,,2976105.553182644,,,,,,,,,,,,85914.26181918963,,,,,,,,,,9559432.80470155
1678492800,2023-03-11,,,,28881352.76394566,,,,5425186.280829801,,,6900923.344402678,,,,,,,,,,,,1140143.1512902142,,,,,,,,,,42347605.54046836
1678579200,2023-03-12,,,,278612.8612444238,,,,999100.6662601755,,,2605206.954801781,,,,,,,,,,,,90172.19552364567,,,,,,,,,,3973092.677830026
1678665600,2023-03-13,,,,1994091.4121984967,,,,1079851.6832601647,,,4367224.597729771,,,,,,,,,,,,82811.96050705241,,,,,,,,,,7523979.653695485
1678752000,2023-03-14,,,,10245097.289147666,,,,1168001.6811354614,,,3596036.721861003,,,,,,,,,,,,41589.71416052776,,,,,,,,,,15050725.406304657
1678838400,2023-03-15,,,,5208550.178690789,,,,591084.5863920755,,,3646460.9335684213,,,,,,,,,,,,38323.53551262713,,,,,,,,,,9484419.234163914
1678924800,2023-03-16,,,,1149571.899858829,,,,800535.6380635554,,,4600456.443536885,,,,,,,,,,,,56117.81616284092,,,,,,,,,,6606681.79762211
1679011200,2023-03-17,,,,4504356.115010932,,,,802275.5416602296,,,5742155.16590973,,,,,,,,,,,,87357.81021509774,,,,,,,,,,11136144.63279599
1679097600,2023-03-18,,,,10633539.734458473,,,,897592.001933557,,,2564276.3511486817,,,,,,,,,,,,49388.43542809511,,,,,,,,,,14144796.522968806
1679184000,2023-03-19,,,,690816.0504641288,,,,530860.2780154146,,,1521102.8989279023,,,,,,,,,,,,54709.94223975779,,,,,,,,,,2797489.1696472033
1679270400,2023-03-20,,,,1349938.3492150477,,,,581300.0606535273,,,1691021.0656177988,,,,,,,,,,,,118639.90861878716,,,,,,,,,,3740899.384105161
1679356800,2023-03-21,,,,3447031.159073822,,,,559576.1038719482,,,3053402.1772740986,,,,,,,,,,,,59629.96426748752,,,,,,,,,,7119639.404487357
1679443200,2023-03-22,,,,1545060.974812887,,,,793948.221843061,,,2664641.524439208,,,,,,,,,,,,26602.778421513445,,,,,,,,,,5030253.49951667
1679529600,2023-03-23,,,,1755808.481946184,,,,1245227.6861877986,,,5867743.153314715,,,,,,,,,,,,21101.06210503688,,,,,,,,,,8889880.383553736
1679616000,2023-03-24,,,,12989906.474678926,,,,995568.2077473663,,,5816860.412269632,,,,,,,,,,,,104004.14712703091,,,,,,,,,,19906339.241822958
1679702400,2023-03-25,,,,1710134.5101642879,,,,374643.8676134985,,,3963820.4832593785,,,,,,,,,,,,50186.913302973044,,,,,,,,,,6098785.774340138
1679788800,2023-03-26,,,,5343172.5957534,,,,520463.3188446538,,,2809193.50169163,,,,,,,,,,,,34023.31026311567,,,,,,,,,,8706852.7265528
1679875200,2023-03-27,,,,18221446.087591536,,,,969139.560751766,,,4648017.186885985,,,,,,,,,,,,40294.83572499726,,,,,,,,,,23878897.670954283
1679961600,2023-03-28,,,,8386662.884853143,,,,923786.0358587299,,,3809405.445129101,,,,,,,,,,,,15168.698950616861,,,,,,,,,,13135023.064791592
1680048000,2023-03-29,,,,2537898.571200348,,,,339813.42774980643,,,2416555.320602416,,,,,,,,,,,,11984.442870626146,,,,,,,,,,5306251.762423197
1680134400,2023-03-30,,,,928944.9139381167,,,,423660.6556839434,,,1664693.8719553123,,,,,,,,,,,,5365.398712246075,,,,,,,,,,3022664.840289619
1680220800,2023-03-31,,,,2853646.330236035,,,,502909.8283185148,,,2519329.4184414777,,,,,,,,,,,,114259.62650880593,,,,,,,,,,5990145.203504833
1680307200,2023-04-01,,,,116550.11727225996,,,,341372.2053528023,,,1833712.663779399,,,,,,,,,,,,0,,,,,,,,,,2291634.9864044613
1680393600,2023-04-02,,,,21328.92618797604,,,,1499869.2654604265,,,2776232.8256168095,,,,,,,,,,,,0,,,,,,,,,,4297431.017265212
1680480000,2023-04-03,,,,73455.1462379247,,,,1080512.885033032,,,7890743.503420891,,,,,,,,,,,,0,,,,,,,,,,9044711.534691848
1680566400,2023-04-04,,,,126796.83650338044,,,,646196.6309838772,,,3413686.2736214395,,,,,,,,,,,,0,,,,,,,,,,4186679.741108697
1680652800,2023-04-05,,,,151889.44531569394,,,,422371.8414717744,,,3017885.0362215396,,,,,,,,,,,,0,,,,,,,,,,3592146.323009008
1680739200,2023-04-06,,,,208801.8568839376,,,,460910.58997809945,,,3319147.7426893404,,,,,,,,,,,,0,,,,,,,,,,3988860.1895513777
1680825600,2023-04-07,,,,200153.40758928016,,,,268567.8323444552,,,2950188.698048014,,,,,,,,,,,,0,,,,,,,,,,3418909.9379817494
1680912000,2023-04-08,,,,166388.13490581687,,,,379061.24045216455,,,2148226.4739637543,,,,,,,,,,,,,,,,,,,,,,2693675.8493217356
1680998400,2023-04-09,,,,347324.83949193323,,,,330920.04204383714,,,2405821.4007395515,,,,,,,,,,,,0,,,,,,,,,,3084066.282275322
1681084800,2023-04-10,,,,1363559.2807590687,,,,519831.4685139366,,,2337461.7769883834,,,,,,,,,,,,0,,,,,,,,,,4220852.526261389
1681171200,2023-04-11,,,,7800156.600704357,,,,550789.8878544313,,,4113560.7339089406,,,,,,,,,,,,,,,,,,,,,,12464507.222467728
1681257600,2023-04-12,,,,11792615.97912239,,,,796085.9327697319,,,3023731.955209712,,,,,,,,,,,,,,,,,,,,,,15612433.867101833
1681344000,2023-04-13,,,,11484118.101364065,,,,1173461.5491421265,,,4851281.408101343,,,,,,,,,,,,,,,,,,,,,,17508861.058607534
1681430400,2023-04-14,,,,10918559.864341784,,,,757890.8334709901,,,5114809.553418009,,,,,,,,,,,,,,,,,,,,,,16791260.251230784
